ID;Cost_claims_year;Cost_claims_by_type;Claims_type
50164;53.14;53.14;travel assistance
50214;99.61;99.61;travel assistance
50220;283.04;283.04;travel assistance
50233;67.25;67.25;travel assistance
50263;327.83;327.83;negligence
50264;4135.47;135.47;travel assistance
50264;4135.47;4000;negligence
50277;90.48;90.48;travel assistance
50288;56.75;56.75;complaint
50293;495.88;495.88;complaint
50297;474.6;362.64;broken windows
50297;474.6;111.96;travel assistance
50309;1554.88;1457.2;all risks
50309;1554.88;97.68;travel assistance
50335;3640.69;381.57;broken windows
50335;3640.69;882;negligence
50335;3640.69;2377.12;complaint
50339;3754.51;3652.61;negligence
50339;3754.51;51.95;travel assistance
50339;3754.51;49.95;travel assistance
50340;68.06;68.06;complaint
50347;820;820;injuries
50354;193.99;51.95;travel assistance
50354;193.99;80.52;travel assistance
50354;193.99;61.52;travel assistance
50380;212.97;212.97;travel assistance
50386;917;917;negligence
50395;270;270;injuries
50402;312.28;312.28;broken windows
50409;2532;2532;negligence
50411;550.27;550.27;broken windows
50417;318.26;318.26;complaint
50421;1026.19;79.25;travel assistance
50421;1026.19;95.1;travel assistance
50421;1026.19;851.84;travel assistance
50424;551.23;551.23;complaint
50439;1653.78;437.23;complaint
50439;1653.78;1216.55;complaint
50446;3962.98;62.43;travel assistance
50446;3962.98;3432.22;complaint
50446;3962.98;468.33;all risks
50455;224.47;99.58;travel assistance
50455;224.47;124.89;travel assistance
50461;1106.47;124.89;travel assistance
50461;1106.47;882;negligence
50461;1106.47;99.58;travel assistance
50466;182.5;78.77;travel assistance
50466;182.5;103.73;travel assistance
50474;87.78;87.78;travel assistance
50500;52.09;52.09;travel assistance
50505;567.21;147.24;travel assistance
50505;567.21;105.08;travel assistance
50505;567.21;314.89;broken windows
50512;50.09;50.09;travel assistance
50519;1414.44;1414.44;travel assistance
50533;156.52;156.52;complaint
50546;250.5;250.5;broken windows
50555;103.41;103.41;travel assistance
50559;400.73;400.73;broken windows
50560;61.13;61.13;travel assistance
50563;73.18;73.18;travel assistance
50564;130.51;130.51;complaint
50580;1311.6;1311.6;negligence
50585;261.44;261.44;complaint
50589;4754.12;263.96;broken windows
50589;4754.12;4490.16;negligence
50590;418.05;418.05;complaint
50594;401.59;401.59;broken windows
50596;100.37;100.37;travel assistance
50612;4062;4062;negligence
50614;56.85;56.85;travel assistance
50632;510.19;510.19;broken windows
50632;510.19;0;broken windows
50637;3096.42;3096.42;negligence
50638;660.32;660.32;negligence
50641;4215.2;330.52;complaint
50641;4215.2;68.43;travel assistance
50641;4215.2;3530.1;negligence
50641;4215.2;286.15;broken windows
50647;182.95;65.92;travel assistance
50647;182.95;51.11;travel assistance
50647;182.95;65.92;travel assistance
50648;4620.49;4620.49;negligence
50665;52.09;52.09;travel assistance
50666;84.33;84.33;travel assistance
50672;204.02;204.02;broken windows
50682;277.21;277.21;travel assistance
50717;181.52;68.83;travel assistance
50717;181.52;112.69;travel assistance
50722;83.31;83.31;travel assistance
50727;67.25;67.25;travel assistance
50735;882;882;negligence
50745;17162.09;243.12;complaint
50745;17162.09;16918.97;negligence
50756;199.74;70.71;travel assistance
50756;199.74;129.03;travel assistance
50819;882;882;negligence
50824;2737.28;2737.28;negligence
50834;97.27;97.27;broken windows
50835;423.53;0;complaint
50835;423.53;6;complaint
50835;423.53;417.53;broken windows
50847;364.4;364.4;broken windows
50866;90.88;90.88;travel assistance
50869;342.46;66.21;travel assistance
50869;342.46;66.2;travel assistance
50869;342.46;210.05;complaint
50887;52.09;52.09;travel assistance
50892;67.25;67.25;travel assistance
50894;210.72;210.72;broken windows
50916;350.41;350.41;travel assistance
50917;4062;4062;negligence
50918;50.09;50.09;travel assistance
50933;58.67;58.67;travel assistance
50938;1786.84;152.94;travel assistance
50938;1786.84;1633.9;complaint
50952;86.87;86.87;travel assistance
50979;67.25;67.25;travel assistance
50993;414.3;143.56;complaint
50993;414.3;270.74;negligence
51002;142.25;75.14;travel assistance
51002;142.25;67.11;travel assistance
51008;49.95;49.95;travel assistance
51014;570.16;570.16;broken windows
51017;3647.57;3521.52;complaint
51017;3647.57;126.05;travel assistance
51044;375.6;375.6;broken windows
51071;471.2;471.2;complaint
51080;52.09;52.09;travel assistance
51093;99.36;50.09;travel assistance
51093;99.36;49.27;travel assistance
51105;1483.6;1483.6;negligence
51115;51.95;51.95;travel assistance
51116;429.36;308.74;complaint
51116;429.36;120.62;broken windows
51133;66.97;66.97;travel assistance
51140;3400;3400;negligence
51141;882;882;negligence
51151;706.86;294.81;travel assistance
51151;706.86;412.05;travel assistance
51157;51.95;51.95;travel assistance
51164;51.95;51.95;travel assistance
51169;775.86;0;negligence
51169;775.86;775.86;travel assistance
51175;1072.11;190.11;travel assistance
51175;1072.11;882;negligence
51180;913.31;913.31;complaint
51185;71.51;71.51;travel assistance
51186;643.59;573.35;complaint
51186;643.59;70.24;travel assistance
51221;283.73;283.73;travel assistance
51225;51.95;51.95;travel assistance
51242;638.01;638.01;complaint
51250;180.88;180.88;broken windows
51267;577.64;577.64;complaint
51269;882;882;negligence
51298;352.67;352.67;complaint
51307;1339.45;1339.45;complaint
51310;483.6;246.21;broken windows
51310;483.6;237.39;broken windows
51321;156.68;156.68;travel assistance
51333;68.93;68.93;travel assistance
51337;104.18;52.09;travel assistance
51337;104.18;52.09;travel assistance
51344;1127.86;862.8;travel assistance
51344;1127.86;265.06;travel assistance
51349;263.3;263.3;broken windows
51359;488.45;488.45;travel assistance
51377;147.13;147.13;travel assistance
51386;250.41;250.41;broken windows
51393;89.41;89.41;travel assistance
51400;93.05;93.05;travel assistance
51408;264.23;264.23;broken windows
51410;2066.28;62.92;travel assistance
51410;2066.28;67.25;travel assistance
51410;2066.28;1936.11;negligence
51425;50.09;50.09;travel assistance
51436;930.5;882;negligence
51436;930.5;48.5;travel assistance
51465;74.6;74.6;travel assistance
51466;257.05;94.5;travel assistance
51466;257.05;85.6;travel assistance
51466;257.05;76.95;travel assistance
51476;67.11;67.11;travel assistance
51478;654.76;654.76;complaint
51480;525.1;441.14;complaint
51480;525.1;83.96;travel assistance
51489;186.44;101.43;broken windows
51489;186.44;85.01;broken windows
51495;49.95;49.95;travel assistance
51499;100.19;100.19;travel assistance
51513;834.22;834.22;negligence
51525;646.11;646.11;negligence
51526;124.17;124.17;travel assistance
51530;66.24;66.24;travel assistance
51536;931.95;882;negligence
51536;931.95;49.95;travel assistance
51545;201.17;123.73;broken windows
51545;201.17;77.44;broken windows
51546;430.86;430.86;complaint
51560;66.97;66.97;travel assistance
51565;124.14;124.14;travel assistance
51566;537.02;537.02;complaint
51570;910.01;58.75;travel assistance
51570;910.01;32.76;complaint
51570;910.01;818.5;negligence
51576;589.57;589.57;complaint
51577;79.25;79.25;travel assistance
51580;2209.63;0;complaint
51580;2209.63;2209.63;negligence
51587;426.41;316.66;broken windows
51587;426.41;109.75;negligence
51590;1509.11;627.11;broken windows
51590;1509.11;882;negligence
51593;5298.31;105.02;travel assistance
51593;5298.31;5193.29;all risks
51598;326.6;326.6;complaint
51601;613.15;613.15;negligence
51604;440.63;440.63;broken windows
51605;98.84;98.84;travel assistance
51606;1328.31;105.16;travel assistance
51606;1328.31;1155.13;negligence
51606;1328.31;68.02;travel assistance
51613;321.58;139.81;travel assistance
51613;321.58;181.77;travel assistance
51620;535.94;535.94;complaint
51639;1764;1764;negligence
51657;241.54;241.54;travel assistance
51667;1255.55;1255.55;all risks
51727;342.56;342.56;travel assistance
51730;91.95;91.95;travel assistance
51733;157.52;78.76;travel assistance
51733;157.52;78.76;travel assistance
51741;246.62;246.62;travel assistance
51742;1338.78;1338.78;negligence
51745;640.15;640.15;complaint
51760;393.58;393.58;broken windows
51764;705.38;705.38;complaint
51767;671.37;671.37;complaint
51777;78.08;78.08;complaint
51778;325.54;102.5;travel assistance
51778;325.54;50.09;travel assistance
51778;325.54;62.42;travel assistance
51778;325.54;110.53;travel assistance
51783;62.57;62.57;travel assistance
51788;80.99;80.99;travel assistance
51797;235;235;travel assistance
51802;706.19;706.19;complaint
51815;10210.11;10210.11;negligence
51826;447.52;447.52;complaint
51827;453.47;364.72;broken windows
51827;453.47;88.75;travel assistance
51834;114.33;114.33;complaint
51838;294.1;294.1;complaint
51842;550.1;150.41;complaint
51842;550.1;399.69;negligence
51865;56.18;56.18;travel assistance
51877;563.97;118.22;travel assistance
51877;563.97;371.77;broken windows
51877;563.97;73.98;travel assistance
51879;429.34;321.4;broken windows
51879;429.34;107.94;travel assistance
51888;7678.04;7571.91;negligence
51888;7678.04;106.13;travel assistance
51897;50.09;50.09;travel assistance
51898;202.26;202.26;travel assistance
51912;35191.03;35191.03;negligence
51920;1500.6;912.58;travel assistance
51920;1500.6;588.02;travel assistance
51932;91.63;91.63;travel assistance
51945;89.86;89.86;travel assistance
51959;164.24;127.71;complaint
51959;164.24;36.53;travel assistance
51963;536.95;123.86;travel assistance
51963;536.95;50.09;travel assistance
51963;536.95;363;negligence
51964;57.89;57.89;travel assistance
51969;71.5;71.5;travel assistance
51980;58.37;58.37;travel assistance
51988;49.95;49.95;travel assistance
51998;50.09;50.09;travel assistance
52007;267.45;267.45;broken windows
52009;561.13;0;broken windows
52009;561.13;561.13;broken windows
52010;95.78;95.78;travel assistance
52013;263.92;263.92;complaint
52014;97.27;97.27;broken windows
52016;268.84;268.84;complaint
52035;652.85;613.46;all risks
52035;652.85;39.39;all risks
52036;1978.22;1978.22;all risks
52043;830.1;50.09;travel assistance
52043;830.1;780.01;negligence
52080;1126.66;0;negligence
52080;1126.66;1126.66;negligence
52096;1132.08;1132.08;negligence
52109;300.59;300.59;travel assistance
52113;208.98;208.98;travel assistance
52116;51.95;51.95;travel assistance
52150;210.68;66.2;travel assistance
52150;210.68;144.48;travel assistance
52154;267.82;187.24;broken windows
52154;267.82;80.58;travel assistance
52155;3835.92;882;negligence
52155;3835.92;2953.92;negligence
52189;51.95;51.95;travel assistance
52190;882;882;negligence
52197;75.58;75.58;travel assistance
52206;150.25;150.25;travel assistance
52219;67.11;67.11;travel assistance
52220;235.76;235.76;travel assistance
52226;3378.95;292.14;broken windows
52226;3378.95;1302.41;negligence
52226;3378.95;1784.4;negligence
52229;533.39;184.7;complaint
52229;533.39;348.69;all risks
52240;1728.29;1728.29;other
52256;882;882;negligence
52260;97.18;97.18;travel assistance
52276;49.95;49.95;travel assistance
52293;67.11;67.11;travel assistance
52303;882;882;negligence
52318;198.37;86.34;travel assistance
52318;198.37;112.03;travel assistance
52329;55.17;55.17;travel assistance
52331;135.21;135.21;broken windows
52333;882;882;negligence
52336;219.64;103.67;travel assistance
52336;219.64;115.97;travel assistance
52349;473.01;473.01;travel assistance
52355;351.14;81.14;travel assistance
52355;351.14;270;injuries
52379;81.89;81.89;travel assistance
52381;385.23;385.23;travel assistance
52385;1120.33;280.19;travel assistance
52385;1120.33;612.1;travel assistance
52385;1120.33;52.09;travel assistance
52385;1120.33;175.95;travel assistance
52386;197.25;67.25;travel assistance
52386;197.25;130;broken windows
52387;150.7;150.7;complaint
52390;52.09;52.09;travel assistance
52395;91.47;91.47;travel assistance
52398;206.79;206.79;broken windows
52409;79.25;79.25;travel assistance
52415;173.42;173.42;travel assistance
52428;1764;1764;all risks
52446;211.63;211.63;travel assistance
52447;61.52;61.52;travel assistance
52450;162.78;162.78;complaint
52460;113.69;113.69;travel assistance
52470;130.41;130.41;travel assistance
52484;81.02;81.02;travel assistance
52485;93;93;travel assistance
52497;118.62;118.62;travel assistance
52498;226.96;76.71;travel assistance
52498;226.96;150.25;travel assistance
52506;102.77;102.77;complaint
52516;839.17;287.25;travel assistance
52516;839.17;125.04;broken windows
52516;839.17;77.44;broken windows
52516;839.17;349.44;broken windows
52520;1286.78;615.76;complaint
52520;1286.78;607.74;complaint
52520;1286.78;63.28;broken windows
52526;83.43;83.43;travel assistance
52551;1549.38;1549.38;all risks
52577;242.59;242.59;travel assistance
52578;49.95;49.95;travel assistance
52583;49.95;49.95;travel assistance
52590;266.17;266.17;travel assistance
52592;941.71;882;negligence
52592;941.71;59.71;travel assistance
52597;128.07;128.07;travel assistance
52614;264.84;264.84;broken windows
52616;1210.35;1103.01;other
52616;1210.35;107.34;travel assistance
52627;858.61;791.97;negligence
52627;858.61;43.82;complaint
52627;858.61;22.82;complaint
52634;210.68;102.8;travel assistance
52634;210.68;49.56;broken windows
52634;210.68;58.32;broken windows
52652;51.95;51.95;travel assistance
52674;125.74;62.87;travel assistance
52674;125.74;62.87;travel assistance
52703;60.62;60.62;travel assistance
52709;703.18;654.05;complaint
52709;703.18;49.13;travel assistance
52711;99.9;49.95;travel assistance
52711;99.9;49.95;travel assistance
52716;64.32;64.32;travel assistance
52718;471.69;471.69;complaint
52727;180.54;180.54;travel assistance
52728;376.59;52.09;travel assistance
52728;376.59;77.44;broken windows
52728;376.59;247.06;broken windows
52741;65.8;65.8;travel assistance
52762;882;882;negligence
52786;518.15;333.19;broken windows
52786;518.15;184.96;broken windows
52819;4125.27;4125.27;negligence
52824;59.71;59.71;travel assistance
52832;349.28;49.56;broken windows
52832;349.28;299.72;broken windows
52838;229.9;135.57;travel assistance
52838;229.9;94.33;travel assistance
52844;51.95;51.95;travel assistance
52846;1520.29;1520.29;negligence
52854;514.36;34.67;travel assistance
52854;514.36;435.18;complaint
52854;514.36;44.52;travel assistance
52916;49.95;49.95;travel assistance
52918;52.09;52.09;travel assistance
52926;41.67;41.67;complaint
52940;67.11;67.11;travel assistance
52954;55.81;55.81;travel assistance
52956;738.82;103.19;complaint
52956;738.82;635.63;negligence
52957;49.95;49.95;travel assistance
52963;906.78;906.78;negligence
52971;88.28;88.28;travel assistance
52977;177.98;177.98;broken windows
52983;61.86;61.86;travel assistance
52986;210.79;121.34;travel assistance
52986;210.79;89.45;travel assistance
52991;3268.9;1596.29;theft
52991;3268.9;1352.42;other
52991;3268.9;320.19;travel assistance
53015;587.39;587.39;complaint
53030;492.42;492.42;complaint
53043;221.96;76.04;travel assistance
53043;221.96;145.92;travel assistance
53078;398.28;398.28;all risks
53092;585.28;585.28;negligence
53096;67.88;67.88;travel assistance
53117;725.52;725.52;complaint
53123;623.38;623.38;complaint
53127;99.72;99.72;travel assistance
53133;1850.34;1702;negligence
53133;1850.34;148.34;travel assistance
53148;275.93;113.25;travel assistance
53148;275.93;162.68;travel assistance
53154;7140;7140;negligence
53160;67.11;67.11;travel assistance
53176;411.52;411.52;complaint
53177;545.21;49.95;travel assistance
53177;545.21;495.26;broken windows
53182;75.8;75.8;travel assistance
53190;67.11;67.11;travel assistance
53195;1570.33;882;negligence
53195;1570.33;688.33;travel assistance
53203;96.41;46.46;broken windows
53203;96.41;49.95;travel assistance
53206;1311.21;1311.21;all risks
53214;72.88;72.88;travel assistance
53250;87.98;87.98;travel assistance
